PLAYER_ID,RANK,PLAYER,TEAM_ID,TEAM,GP,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,TRB,AST,STL,BLK,TOV,PF,PTS,EFF,AST_TOV,STL_TOV,Age,TS%,Salary
1630557,118,Corey Kispert,1610612764,WAS,61,1602,255,565,0.451,120,330,0.364,75,88,0.852,36,145,3.0,1.7,26,0.2,64,98,11.6,642,1.61,0.41,26.0,0.584,3722040.0
1626156,119,D'Angelo Russell,1610612751,BKN,54,1393,240,607,0.395,107,339,0.316,117,140,0.836,18,132,2.8,5.2,52,0.4,100,109,13.0,719,2.81,0.52,29.0,0.526,0.0
1630553,120,Keon Johnson,1610612751,BKN,68,1630,250,667,0.375,104,341,0.305,85,110,0.773,59,195,3.7,2.0,72,0.4,87,176,10.1,650,1.57,0.83,23.0,0.482,2808720.0
1630583,121,Santi Aldama,1610612763,MEM,54,1352,269,550,0.489,98,260,0.377,51,73,0.699,85,274,6.6,2.8,42,0.5,53,57,12.7,912,2.85,0.79,24.0,0.59,
203501,121,Tim Hardaway Jr.,1610612765,DET,66,1848,226,565,0.4,137,381,0.36,98,118,0.831,16,145,2.4,1.6,35,0.1,44,80,10.4,591,2.39,0.8,33.0,0.557,
1630552,123,Jalen Johnson,1610612737,ATL,36,1284,271,542,0.5,44,141,0.312,94,126,0.746,62,297,10.0,5.0,56,1.0,106,67,18.9,903,1.71,0.53,23.0,0.569,2925360.0
1630167,124,Obi Toppin,1610612754,IND,66,1288,257,483,0.532,83,234,0.355,81,101,0.802,48,219,4.0,1.6,42,0.3,57,89,10.3,810,1.82,0.74,27.0,0.643,6803012.0
203924,125,Jerami Grant,1610612757,POR,47,1524,214,574,0.373,108,296,0.365,141,166,0.849,26,137,3.5,2.1,41,1.0,65,109,14.4,578,1.55,0.63,31.0,0.523,0.0
1629599,126,Amir Coffey,1610612746,LAC,67,1698,234,497,0.471,99,240,0.413,108,119,0.908,32,123,2.3,1.1,38,0.1,42,117,10.1,634,1.79,0.91,27.0,0.614,3666667.0
1627884,127,Derrick Jones Jr.,1610612746,LAC,64,1585,267,506,0.528,66,182,0.363,71,100,0.71,80,142,3.5,0.8,69,0.4,57,129,10.5,711,0.86,1.21,28.0,0.61,
1629018,127,Gary Trent Jr.,1610612749,MIL,62,1543,234,534,0.438,146,347,0.421,57,67,0.851,16,127,2.3,1.2,61,0.1,37,109,10.8,605,1.97,1.65,26.0,0.595,
1642259,129,Alex Sarr,1610612764,WAS,53,1424,249,629,0.396,87,265,0.328,85,128,0.664,104,249,6.7,2.3,36,1.5,77,120,12.6,764,1.61,0.47,19.0,0.489,
