PLAYER_ID,RANK,PLAYER,TEAM_ID,TEAM,GP,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,EFF,AST_TOV,STL_TOV,Age,TS%,SALARY
1629652,147,Luguentz Dort,1610612760,OKC,62,1807,219,516,0.424,141,356,0.396,33,44,0.75,85,175,260,100,68,36,44,182,612,724,2.27,1.54,25.0,0.572,15277778 
1629651,147,Nic Claxton,1610612751,BKN,61,1666,270,492,0.549,1,16,0.063,71,136,0.522,138,323,461,136,56,90,76,132,612,992,1.79,0.74,25.0,0.555,
1630541,149,Moses Moody,1610612744,GSW,62,1338,206,469,0.439,107,279,0.384,92,116,0.793,42,113,155,77,42,25,40,92,611,583,1.93,1.05,22.0,0.587,3918480 
204456,149,T.J. McConnell,1610612754,IND,66,1192,272,528,0.515,14,45,0.311,53,71,0.746,34,120,154,297,73,17,96,65,611,782,3.09,0.76,32.0,0.546,
1628978,151,Donte DiVincenzo,1610612750,MIN,52,1381,209,500,0.418,147,372,0.395,45,58,0.776,27,169,196,195,65,12,81,93,610,693,2.41,0.8,28.0,0.58,4725000 
1631117,152,Walker Kessler,1610612762,UTA,53,1598,262,379,0.691,4,23,0.174,78,143,0.545,244,409,653,85,32,128,78,118,606,1244,1.09,0.41,23.0,0.686,2831160 
1630198,153,Isaiah Joe,1610612760,OKC,62,1311,208,485,0.429,152,380,0.4,35,44,0.795,32,129,161,96,39,9,31,100,603,591,3.1,1.26,25.0,0.598,1997238 
1630228,153,Jonathan Kuminga,1610612744,GSW,37,949,217,477,0.455,41,126,0.325,128,196,0.653,48,128,176,85,33,19,58,74,603,530,1.47,0.57,22.0,0.535,6012840 
1630560,155,Cam Thomas,1610612751,BKN,25,781,199,454,0.438,68,195,0.349,133,151,0.881,15,68,83,94,15,2,62,44,599,458,1.52,0.24,23.0,0.575,2240160 
101108,156,Chris Paul,1610612759,SAS,68,1916,201,477,0.421,117,310,0.377,78,83,0.94,29,220,249,533,86,14,103,121,597,1095,5.17,0.83,39.0,0.581,30800000 
1626220,156,Royce O'Neale,1610612756,PHX,64,1619,212,492,0.431,154,371,0.415,19,26,0.731,50,267,317,144,65,30,56,130,597,810,2.57,1.16,31.0,0.593,9500000 
1641729,158,Brice Sensabaugh,1610612762,UTA,59,1115,216,470,0.46,114,282,0.404,49,54,0.907,33,126,159,81,33,5,85,84,595,529,0.95,0.39,21.0,0.603,
1641710,159,Anthony Black,1610612753,ORL,66,1565,205,494,0.415,48,156,0.308,133,178,0.747,39,140,179,201,69,35,115,139,591,626,1.75,0.6,21.0,0.516,
203903,160,Jordan Clarkson,1610612762,UTA,36,940,198,482,0.411,82,225,0.364,112,141,0.794,25,90,115,136,31,8,82,52,590,485,1.66,0.38,32.0,0.542,14260000 
1629645,161,Kevin Porter Jr.,1610612749,MIL,63,1179,228,525,0.434,41,140,0.293,91,124,0.734,33,186,219,196,63,13,115,95,588,634,1.7,0.55,24.0,0.507,
1631106,161,Tari Eason,1610612745,HOU,47,1194,231,471,0.49,54,156,0.346,72,93,0.774,108,193,301,66,87,43,51,118,588,773,1.29,1.71,23.0,0.574,3527160 
1631095,163,Jabari Smith Jr.,1610612745,HOU,48,1477,207,477,0.434,82,235,0.349,91,111,0.82,89,228,317,51,20,41,51,109,587,675,1.0,0.39,21.0,0.558,
1630175,164,Cole Anthony,1610612753,ORL,61,1135,215,508,0.423,68,195,0.349,87,106,0.821,43,143,186,175,42,27,99,141,585,604,1.77,0.42,24.0,0.527,5539771 
201950,165,Jrue Holiday,1610612738,BOS,53,1625,218,493,0.442,91,270,0.337,56,62,0.903,64,165,229,202,57,26,72,88,583,744,2.81,0.79,34.0,0.56,36861707 
203484,166,Kentavious Caldwell-Pope,1610612753,ORL,66,1996,207,486,0.426,91,287,0.317,73,84,0.869,25,114,139,118,85,30,54,128,578,606,2.19,1.57,32.0,0.553,14704938 
1642274,166,Yves Missi,1610612740,NOP,65,1747,235,433,0.543,0,1,0.0,108,172,0.628,226,295,521,84,35,90,75,131,578,971,1.12,0.47,20.0,0.568,
203932,168,Aaron Gordon,1610612743,DEN,41,1117,204,388,0.526,63,136,0.463,106,131,0.809,66,139,205,121,19,10,57,63,577,666,2.12,0.33,29.0,0.647,21266182 
1629028,169,Deandre Ayton,1610612757,POR,40,1206,265,468,0.566,6,32,0.188,40,60,0.667,124,282,406,64,31,39,69,88,576,824,0.93,0.45,26.0,0.583,32459438 
1631124,170,Julian Strawther,1610612743,DEN,61,1351,205,472,0.434,94,263,0.357,68,82,0.829,16,116,132,81,38,15,57,146,572,500,1.42,0.67,22.0,0.563,
1641706,171,Brandon Miller,1610612766,CHA,27,924,198,491,0.403,104,293,0.355,68,79,0.861,25,106,131,98,29,20,76,74,568,466,1.29,0.38,22.0,0.54,
1628960,171,Grayson Allen,1610612756,PHX,53,1317,181,402,0.45,129,297,0.434,77,95,0.811,29,136,165,116,47,19,57,81,568,619,2.04,0.82,29.0,0.64,8925000 
1630591,173,Jalen Suggs,1610612753,ORL,35,1002,197,481,0.41,76,242,0.314,97,110,0.882,23,118,141,129,51,33,102,98,567,522,1.26,0.5,23.0,0.536,7252080 
1630534,173,Ochai Agbaji,1610612761,TOR,56,1508,226,447,0.506,84,211,0.398,31,45,0.689,50,156,206,84,46,29,44,107,567,653,1.91,1.04,24.0,0.607,4114200 
1630533,173,Ziaire Williams,1610612751,BKN,55,1368,193,464,0.416,92,265,0.347,89,108,0.824,59,203,262,77,54,23,57,135,567,636,1.35,0.95,23.0,0.554,4810200 
1630245,176,Ayo Dosunmu,1610612741,CHI,46,1394,221,449,0.492,62,189,0.328,62,79,0.785,26,135,161,208,43,18,69,105,566,682,3.01,0.62,25.0,0.585,0 
1631109,177,Mark Williams,1610612766,CHA,36,933,221,373,0.592,0,1,0.0,115,144,0.799,114,250,364,91,26,46,48,87,557,855,1.9,0.54,23.0,0.638,3908160 
1630540,177,Miles McBride,1610612752,NYK,59,1471,202,496,0.407,104,280,0.371,49,60,0.817,44,105,149,169,56,17,39,96,557,604,4.33,1.44,24.0,0.533,1836096 
1641722,179,Jordan Hawkins,1610612740,NOP,52,1212,190,512,0.371,100,301,0.332,72,87,0.828,23,117,140,59,30,23,51,44,552,416,1.16,0.59,22.0,0.502,
1629614,180,Andrew Nembhard,1610612754,IND,53,1530,206,442,0.466,44,141,0.312,94,120,0.783,26,140,166,268,67,10,100,127,550,699,2.68,0.67,25.0,0.556,2131905 
1631110,180,Jeremy Sochan,1610612759,SAS,48,1221,226,412,0.549,26,79,0.329,72,106,0.679,114,205,319,118,40,24,77,115,550,754,1.53,0.52,21.0,0.6,5316960 
1631165,182,Keon Ellis,1610612758,SAC,67,1546,187,385,0.486,114,264,0.432,61,71,0.859,50,117,167,90,96,51,56,140,549,689,1.61,1.71,25.0,0.659,1761752 
1627752,182,Taurean Prince,1610612749,MIL,68,1822,196,434,0.452,125,282,0.443,32,38,0.842,32,223,255,134,61,10,73,139,549,692,1.84,0.84,30.0,0.609,7650000 
1628989,184,Kevin Huerter,1610612741,CHI,59,1357,203,492,0.413,107,327,0.327,31,43,0.721,28,149,177,117,58,21,56,104,544,560,2.09,1.04,26.0,0.532,15669643 
1627749,185,Dejounte Murray,1610612740,NOP,31,1012,194,494,0.393,52,174,0.299,102,124,0.823,17,183,200,228,63,12,106,61,542,617,2.15,0.59,28.0,0.494,18214000 
1641764,186,Brandin Podziemski,1610612744,GSW,52,1333,203,471,0.431,75,227,0.33,57,76,0.75,54,199,253,173,55,12,56,75,538,688,3.09,0.98,22.0,0.533,
1629634,187,Brandon Clarke,1610612763,MEM,64,1207,236,380,0.621,1,17,0.059,61,87,0.701,127,199,326,66,52,36,41,145,534,803,1.61,1.27,28.0,0.638,12500000 
1628392,187,Isaiah Hartenstein,1610612760,OKC,47,1331,233,403,0.578,0,15,0.0,68,102,0.667,138,384,522,183,37,48,82,141,534,1038,2.23,0.45,26.0,0.596,9245121 
1642273,189,Kyshawn George,1610612764,WAS,61,1657,181,491,0.369,105,324,0.324,63,82,0.768,44,212,256,148,61,49,90,186,530,625,1.64,0.68,21.0,0.503,
1631093,190,Jaden Ivey,1610612765,DET,30,898,190,413,0.46,63,154,0.409,85,116,0.733,40,84,124,119,28,11,89,67,528,467,1.34,0.32,23.0,0.569,7614480 
1642271,191,Kyle Filipowski,1610612762,UTA,60,1180,195,375,0.52,61,155,0.394,72,115,0.626,83,242,325,118,36,10,78,133,523,711,1.51,0.46,21.0,0.614,
1628379,192,Luke Kennard,1610612763,MEM,55,1245,186,387,0.481,103,233,0.442,46,52,0.885,33,121,154,189,42,5,62,48,521,642,3.05,0.68,28.0,0.636,14763636 
203110,193,Draymond Green,1610612744,GSW,56,1632,182,423,0.43,66,201,0.328,90,132,0.682,62,283,345,321,81,61,141,177,520,904,2.28,0.57,35.0,0.54,27586224 
202695,194,Kawhi Leonard,1610612746,LAC,26,781,200,420,0.476,52,133,0.391,57,75,0.76,26,111,137,76,40,12,54,40,509,482,1.41,0.74,33.0,0.562,45640084 
201144,195,Mike Conley,1610612750,MIN,60,1495,161,400,0.403,113,270,0.419,72,79,0.911,28,126,154,266,71,11,63,94,507,700,4.22,1.13,37.0,0.583,24360000 
1628976,196,Wendell Carter Jr.,1610612753,ORL,57,1471,182,402,0.453,27,127,0.213,114,154,0.74,123,298,421,120,41,29,64,170,505,792,1.88,0.64,25.0,0.538,
1641744,196,Zach Edey,1610612763,MEM,55,1138,210,366,0.574,16,45,0.356,69,97,0.711,194,228,422,49,29,69,72,145,505,818,0.68,0.4,22.0,0.618,
1628449,198,Chris Boucher,1610612761,TOR,50,862,182,370,0.492,70,193,0.363,68,87,0.782,70,154,224,33,24,25,29,68,502,572,1.14,0.83,32.0,0.615,11750000 
1641824,199,Matas Buzelis,1610612741,CHI,68,1171,185,429,0.431,66,206,0.32,63,74,0.851,44,168,212,56,18,58,54,110,499,534,1.04,0.33,20.0,0.541,
1631170,200,Jaime Jaquez Jr.,1610612748,MIA,57,1248,181,410,0.441,31,104,0.298,102,135,0.756,73,187,260,145,56,12,88,76,495,618,1.65,0.64,24.0,0.527,
1631107,201,Nikola Jović,1610612748,MIA,46,1156,172,377,0.456,78,210,0.371,72,87,0.828,26,154,180,131,38,13,60,82,494,576,2.18,0.63,21.0,0.595,
1642268,202,Isaiah Collier,1610612762,UTA,62,1560,191,457,0.418,33,135,0.244,77,115,0.67,27,175,202,385,55,12,181,131,492,661,2.13,0.3,20.0,0.485,
203991,203,Clint Capela,1610612737,ATL,55,1176,218,390,0.559,0,1,0.0,52,97,0.536,174,295,469,62,34,53,47,106,488,842,1.32,0.72,30.0,0.564,20616000 
1630193,204,Immanuel Quickley,1610612761,TOR,28,797,158,371,0.426,70,188,0.372,99,116,0.853,12,89,101,157,19,3,52,55,485,483,3.02,0.36,25.0,0.575,4171548 
1641783,205,Tristan da Silva,1610612753,ORL,66,1497,180,432,0.417,73,218,0.335,51,59,0.864,67,156,223,101,29,16,52,86,484,541,1.94,0.56,23.0,0.528,
1641717,206,Cason Wallace,1610612760,OKC,59,1622,196,420,0.467,64,184,0.348,25,30,0.833,61,143,204,146,103,31,50,134,481,686,2.92,2.06,21.0,0.555,
1630208,207,Nick Richards,1610612756,PHX,49,1077,182,306,0.595,0,2,0.0,110,149,0.738,123,291,414,47,11,52,69,120,474,766,0.68,0.16,27.0,0.638,5000000 
1630188,208,Jalen Smith,1610612741,CHI,57,869,168,363,0.463,68,205,0.332,65,79,0.823,79,239,318,55,15,41,34,89,469,655,1.62,0.44,25.0,0.59,5043773 
1641733,209,Nick Smith Jr.,1610612766,CHA,50,1109,178,455,0.391,77,242,0.318,30,33,0.909,12,92,104,106,16,6,66,65,463,349,1.61,0.24,20.0,0.493,
1641709,210,Ausar Thompson,1610612765,DET,48,1040,194,350,0.554,9,37,0.243,63,105,0.6,90,148,238,105,83,27,70,133,460,645,1.5,1.19,22.0,0.581,
1630182,211,Josh Green,1610612766,CHA,63,1785,164,390,0.421,88,231,0.381,43,64,0.672,55,111,166,101,71,14,61,160,459,503,1.66,1.16,24.0,0.549,4765339 
1631260,212,AJ Green,1610612749,MIL,62,1389,154,363,0.424,130,311,0.418,20,24,0.833,15,124,139,87,35,6,33,135,458,479,2.64,1.06,25.0,0.613,1761752 
1629048,213,Goga Bitadze,1610612753,ORL,59,1260,189,300,0.63,3,23,0.13,75,119,0.63,145,262,407,115,41,90,65,131,456,889,1.77,0.63,25.0,0.647,2066585 
1630573,213,Sam Hauser,1610612738,BOS,59,1232,162,368,0.44,126,315,0.4,6,6,1.0,39,145,184,53,33,10,20,72,456,510,2.65,1.65,27.0,0.615,1927896 
203992,215,Bogdan Bogdanović,1610612746,LAC,41,1047,164,391,0.419,80,236,0.339,47,54,0.87,19,105,124,103,30,9,63,96,455,424,1.64,0.48,32.0,0.549,
203954,216,Joel Embiid,1610612755,PHI,19,574,140,315,0.444,23,77,0.299,149,169,0.882,36,119,155,85,14,18,62,42,452,467,1.37,0.23,31.0,0.58,46900000 
1630172,217,Patrick Williams,1610612741,CHI,51,1304,160,423,0.378,75,218,0.344,55,76,0.724,37,161,198,100,39,29,68,71,450,464,1.47,0.57,23.0,0.493,9835881 
1630527,218,Brandon Boston,1610612740,NOP,42,993,166,381,0.436,49,140,0.35,67,85,0.788,28,106,134,92,53,9,52,73,448,451,1.77,1.02,23.0,0.535,
1631212,218,Peyton Watson,1610612743,DEN,57,1345,163,344,0.474,41,112,0.366,81,117,0.692,41,144,185,83,45,71,51,101,448,564,1.63,0.88,22.0,0.566,2303520 
201143,220,Al Horford,1610612738,BOS,53,1459,161,387,0.416,96,267,0.36,28,32,0.875,64,248,312,112,33,46,41,76,446,678,2.73,0.81,38.0,0.556,10000000 
1642276,220,Kel'el Ware,1610612748,MIA,51,1065,190,345,0.551,29,93,0.312,37,53,0.698,83,256,339,45,32,55,48,83,446,698,0.94,0.67,20.0,0.605,
1630558,222,Davion Mitchell,1610612748,MIA,62,1634,167,366,0.456,65,168,0.387,43,64,0.672,27,103,130,284,52,13,108,152,442,593,2.63,0.48,26.0,0.561,5063640 
1631213,222,Tyrese Martin,1610612751,BKN,52,1118,160,396,0.404,83,240,0.346,39,50,0.78,51,136,187,94,30,8,61,64,442,453,1.54,0.49,26.0,0.529,1719864 
1630631,224,Jose Alvarado,1610612740,NOP,46,1100,155,386,0.402,91,242,0.376,40,50,0.8,20,87,107,212,61,11,53,78,441,538,4.0,1.15,26.0,0.54,1836096 
1631222,225,Jake LaRavia,1610612758,SAC,63,1283,151,317,0.476,56,132,0.424,76,111,0.685,90,164,254,155,57,23,84,128,434,638,1.84,0.68,23.0,0.593,3199920 
1641842,226,Ronald Holland II,1610612765,DET,70,1078,163,354,0.46,29,134,0.216,78,99,0.788,33,148,181,65,42,11,58,123,433,462,1.12,0.72,19.0,0.545,
1627827,227,Dorian Finney-Smith,1610612747,LAL,51,1449,155,350,0.443,96,242,0.397,26,41,0.634,71,132,203,70,46,16,44,112,432,513,1.59,1.04,31.0,0.587,13932008 
1626166,228,Cameron Payne,1610612752,NYK,63,903,154,380,0.405,81,222,0.365,41,46,0.891,12,75,87,169,33,15,42,96,430,461,4.02,0.79,30.0,0.537,6500000 
1630241,229,Sam Merrill,1610612739,CLE,60,1149,141,348,0.405,112,302,0.371,28,29,0.966,30,90,120,84,38,10,28,104,422,438,3.0,1.36,28.0,0.585,1997238 
1630548,230,Johnny Juzang,1610612762,UTA,52,963,148,349,0.424,86,237,0.363,38,46,0.826,32,117,149,49,26,7,26,102,420,416,1.89,1.0,24.0,0.569,1761752 
1630625,231,Dalano Banton,1610612757,POR,55,811,147,356,0.413,56,156,0.359,66,93,0.71,20,80,100,113,36,24,63,41,416,390,1.79,0.57,25.0,0.524,0 
203114,232,Khris Middleton,1610612764,WAS,34,785,152,310,0.49,44,123,0.358,66,77,0.857,12,119,131,143,32,8,53,72,414,506,2.7,0.6,33.0,0.602,40396552 
1642347,233,Jamal Shead,1610612761,TOR,64,1176,157,376,0.418,57,167,0.341,34,45,0.756,22,66,88,243,38,9,99,132,405,454,2.46,0.38,22.0,0.512,
1627742,234,Brandon Ingram,1610612761,TOR,18,595,155,333,0.465,43,115,0.374,47,55,0.855,17,83,100,93,16,11,69,45,400,365,1.35,0.23,27.0,0.56,33833400 
1641741,235,Ricky Council IV,1610612755,PHI,60,939,134,342,0.392,45,162,0.278,84,102,0.824,38,105,143,72,28,11,36,52,397,389,2.0,0.78,23.0,0.513,
1641715,236,Cam Whitmore,1610612745,HOU,44,714,147,350,0.42,53,161,0.329,48,65,0.738,31,100,131,40,28,12,37,41,395,349,1.08,0.76,20.0,0.522,
1642346,236,Ryan Dunn,1610612756,PHX,62,1094,160,369,0.434,60,196,0.306,15,32,0.469,58,137,195,48,30,36,27,131,395,451,1.78,1.11,22.0,0.516,
1631323,238,Simone Fontecchio,1610612765,DET,63,1066,132,324,0.407,66,195,0.338,63,77,0.818,42,150,192,58,25,11,48,83,393,425,1.21,0.52,29.0,0.549,3044872 
1630702,239,Jaden Hardy,1610612742,DAL,47,721,142,326,0.436,61,157,0.389,46,67,0.687,8,65,73,66,22,5,66,76,391,286,1.0,0.33,22.0,0.55,1719864 
1641730,239,Noah Clowney,1610612751,BKN,42,948,124,337,0.368,81,238,0.34,62,74,0.838,39,121,160,34,22,20,40,94,391,362,0.85,0.55,20.0,0.529,
1629611,241,Terance Mann,1610612737,ATL,54,1124,153,317,0.483,47,127,0.37,37,56,0.661,53,105,158,101,34,15,38,102,390,477,2.66,0.9,28.0,0.571,10576923 
1629021,242,Moritz Wagner,1610612753,ORL,30,564,140,249,0.562,27,75,0.36,79,110,0.718,40,108,148,42,24,12,49,55,386,423,0.86,0.49,27.0,0.649,0 
1630549,243,Day'Ron Sharpe,1610612751,BKN,48,867,159,306,0.52,11,42,0.262,56,74,0.757,147,173,320,85,37,42,61,110,385,643,1.39,0.61,23.0,0.569,2210040 
1629312,244,Haywood Highsmith,1610612748,MIA,61,1469,143,309,0.463,70,181,0.387,27,36,0.75,50,139,189,86,57,34,44,134,383,530,1.96,1.29,28.0,0.59,1902137 
1630174,245,Aaron Nesmith,1610612754,IND,33,830,135,268,0.504,58,139,0.417,51,56,0.911,23,102,125,46,24,12,28,88,379,420,1.64,0.86,25.0,0.648,5634257 
1629622,245,Max Strus,1610612739,CLE,40,1007,131,304,0.431,91,239,0.381,26,30,0.867,39,135,174,123,24,10,37,83,379,496,3.32,0.65,28.0,0.597,0 
1630643,247,Jay Huff,1610612763,MEM,55,649,133,260,0.512,72,175,0.411,40,52,0.769,25,89,114,35,14,48,30,68,378,420,1.17,0.47,27.0,0.668,0 
1630191,248,Isaiah Stewart,1610612765,DET,64,1262,152,274,0.555,13,44,0.295,59,78,0.756,121,236,357,106,24,88,60,158,376,750,1.77,0.4,23.0,0.61,5266713 
1631218,249,Trayce Jackson-Davis,1610612744,GSW,54,921,161,282,0.571,0,1,0.0,53,90,0.589,111,181,292,99,22,37,41,69,375,626,2.42,0.54,25.0,0.583,
1629216,250,Gabe Vincent,1610612747,LAL,60,1280,138,346,0.399,86,245,0.351,12,18,0.667,14,57,71,89,43,12,36,127,374,339,2.47,1.19,28.0,0.528,0 
1630551,251,Justin Champagnie,1610612764,WAS,48,927,141,287,0.491,52,138,0.377,39,53,0.736,77,162,239,46,46,30,39,84,373,535,1.18,1.18,23.0,0.601,1927896 
1626168,252,Trey Lyles,1610612758,SAC,57,1057,128,306,0.418,68,195,0.349,46,64,0.719,62,198,260,68,33,21,33,69,370,523,2.06,1.0,29.0,0.554,0 
1627739,253,Kris Dunn,1610612746,LAC,61,1460,151,355,0.425,53,177,0.299,11,18,0.611,49,162,211,183,110,24,63,161,366,620,2.9,1.75,31.0,0.504,2586484 
1627780,254,Gary Payton II,1610612744,GSW,56,829,155,268,0.578,28,87,0.322,27,38,0.711,47,115,162,74,44,17,33,97,365,505,2.24,1.33,32.0,0.641,8715000 
1630215,255,Jared Butler,1610612755,PHI,47,683,135,299,0.452,32,102,0.314,59,72,0.819,18,61,79,150,22,10,51,67,361,394,2.94,0.43,24.0,0.546,0 
1628418,256,Thomas Bryant,1610612754,IND,53,800,138,268,0.515,40,119,0.336,40,49,0.816,72,143,215,50,22,33,27,64,356,510,1.85,0.81,27.0,0.615,0 
1642272,257,Jared McCain,1610612755,PHI,23,592,126,274,0.46,51,133,0.383,49,56,0.875,13,43,56,60,15,0,37,37,352,291,1.62,0.41,21.0,0.589,
1631096,258,Chet Holmgren,1610612760,OKC,23,622,123,245,0.502,31,85,0.365,73,99,0.737,40,155,195,43,17,57,40,48,350,474,1.07,0.42,22.0,0.606,10386000 
203552,259,Seth Curry,1610612766,CHA,58,857,129,277,0.466,68,150,0.453,23,28,0.821,23,70,93,44,25,7,25,52,349,340,1.76,1.0,34.0,0.603,0 
1641716,260,Jarace Walker,1610612754,IND,62,956,127,279,0.455,52,142,0.366,40,62,0.645,22,155,177,83,48,21,66,94,346,435,1.26,0.73,21.0,0.565,
1642266,261,Ja'Kobe Walter,1610612761,TOR,44,879,125,309,0.405,44,141,0.312,50,67,0.746,43,83,126,56,31,8,40,81,344,324,1.4,0.78,20.0,0.508,
1629726,262,Garrison Mathews,1610612737,ATL,45,786,98,245,0.4,82,208,0.394,63,77,0.818,13,70,83,58,26,14,29,77,341,332,2.0,0.9,28.0,0.611,2000000 
1642270,263,Donovan Clingan,1610612757,POR,56,1027,141,259,0.544,9,32,0.281,49,81,0.605,169,250,419,56,25,92,65,155,340,717,0.86,0.39,21.0,0.577,
1628371,264,Jonathan Isaac,1610612753,ORL,61,958,120,293,0.41,38,142,0.268,61,91,0.67,104,173,277,30,53,68,26,81,339,538,1.15,2.04,27.0,0.509,17400000 
1630200,265,Tre Jones,1610612741,CHI,46,905,128,238,0.538,19,48,0.396,55,67,0.821,31,85,116,192,37,10,35,55,330,528,5.49,1.06,25.0,0.617,0 
1628380,266,Zach Collins,1610612741,CHI,52,787,121,245,0.494,26,88,0.295,61,69,0.884,82,140,222,85,26,26,46,111,329,510,1.85,0.56,27.0,0.597,7700000 
1629026,267,Kenrich Williams,1610612760,OKC,56,853,126,261,0.483,50,132,0.379,21,26,0.808,52,136,188,69,34,8,30,87,323,452,2.3,1.13,30.0,0.593,6175000 
203994,268,Jusuf Nurkić,1610612766,CHA,39,820,115,243,0.473,24,83,0.289,67,98,0.684,67,254,321,78,34,25,76,104,321,544,1.03,0.45,30.0,0.561,
1628436,269,Luke Kornet,1610612738,BOS,61,1095,132,198,0.667,0,2,0.0,56,80,0.7,144,160,304,96,31,59,27,97,320,693,3.56,1.15,29.0,0.686,2413304 
1629750,270,Javonte Green,1610612739,CLE,56,1142,111,246,0.451,44,122,0.361,53,71,0.746,52,140,192,49,56,30,29,81,319,464,1.69,1.93,31.0,0.575,0 
1628998,271,Cody Martin,1610612756,PHX,42,1012,121,283,0.428,41,131,0.313,35,50,0.7,44,145,189,95,49,28,45,81,318,457,2.11,1.09,29.0,0.521,7560000 
1631217,272,Moussa Diabaté,1610612766,CHA,60,1075,130,223,0.583,0,4,0.0,55,93,0.591,169,213,382,51,39,37,51,96,315,642,1.0,0.77,23.0,0.597,
1641763,273,Julian Phillips,1610612741,CHI,68,969,108,249,0.434,44,134,0.328,54,70,0.771,62,84,146,32,33,18,24,94,314,362,1.33,1.38,21.0,0.561,
1642348,274,Justin Edwards,1610612755,PHI,35,868,120,265,0.453,51,146,0.349,21,29,0.724,34,72,106,51,31,12,32,78,312,327,1.59,0.97,21.0,0.562,
1630526,275,Jeremiah Robinson-Earl,1610612740,NOP,54,944,116,254,0.457,40,117,0.342,37,44,0.841,83,157,240,61,30,7,34,63,309,468,1.79,0.88,24.0,0.565,1900000 
1641767,276,Ben Sheppard,1610612754,IND,55,1116,112,266,0.421,62,181,0.343,22,25,0.88,39,121,160,74,34,13,17,117,308,415,4.35,2.0,23.0,0.556,
1630249,277,Vít Krejčí,1610612737,ATL,44,917,108,239,0.452,66,167,0.395,24,35,0.686,16,100,116,115,31,23,40,84,306,409,2.88,0.78,24.0,0.601,
1626172,278,Kevon Looney,1610612744,GSW,64,980,129,250,0.516,0,3,0.0,47,86,0.547,167,239,406,103,41,31,37,139,305,689,2.78,1.11,29.0,0.53,8500000 
1627763,278,Malcolm Brogdon,1610612764,WAS,24,564,104,240,0.433,16,56,0.286,81,92,0.88,21,70,91,98,13,5,38,30,305,327,2.58,0.34,32.0,0.544,22500000 
203486,278,Mason Plumlee,1610612756,PHX,68,1205,116,189,0.614,0,3,0.0,73,113,0.646,109,316,425,121,30,43,54,145,305,757,2.24,0.56,35.0,0.639,0 
1628997,281,Caleb Martin,1610612742,DAL,36,1039,110,255,0.431,34,93,0.366,50,80,0.625,45,103,148,80,37,22,47,69,304,369,1.7,0.79,29.0,0.524,6802950 
1629637,282,Jaxson Hayes,1610612747,LAL,44,864,123,171,0.719,0,3,0.0,54,79,0.684,62,149,211,51,26,44,34,103,300,525,1.5,0.77,24.0,0.729,9170460 
203482,283,Kelly Olynyk,1610612740,NOP,36,695,107,213,0.502,28,67,0.418,57,73,0.781,47,120,167,97,24,15,56,97,299,424,1.73,0.43,33.0,0.61,12195122 
1642419,284,Jamison Battle,1610612761,TOR,47,707,105,241,0.436,74,182,0.407,12,14,0.857,28,76,104,38,7,8,17,65,296,298,2.23,0.41,23.0,0.599,
1629003,285,Shake Milton,1610612747,LAL,52,779,108,234,0.462,37,101,0.366,42,53,0.792,30,69,99,98,23,3,37,65,295,344,2.65,0.62,28.0,0.573,0 
1630570,285,Trendon Watford,1610612751,BKN,32,602,107,236,0.453,19,62,0.306,62,80,0.775,24,81,105,75,22,8,55,71,295,303,1.36,0.4,24.0,0.544,1836096 
203083,287,Andre Drummond,1610612755,PHI,40,751,117,234,0.5,3,20,0.15,56,90,0.622,109,201,310,34,39,18,55,94,293,488,0.62,0.71,31.0,0.535,3360000 
1641726,288,Dereck Lively II,1610612742,DAL,32,768,124,177,0.701,0,0,0.0,44,69,0.638,99,152,251,84,17,54,39,94,292,581,2.15,0.44,21.0,0.704,
1630173,289,Precious Achiuwa,1610612752,NYK,46,951,125,243,0.514,9,32,0.281,32,53,0.604,89,171,260,44,37,32,34,67,291,491,1.29,1.09,25.0,0.546,4379526 
1627936,290,Alex Caruso,1610612760,OKC,44,844,108,247,0.437,48,138,0.348,24,30,0.8,29,87,116,111,73,24,31,80,288,436,3.58,2.35,31.0,0.553,9460000 
1628988,291,Aaron Holiday,1610612745,HOU,53,671,95,222,0.428,56,146,0.384,33,40,0.825,11,56,67,67,17,8,32,56,279,272,2.09,0.53,28.0,0.582,0 
1631204,292,Marcus Sasser,1610612765,DET,49,646,104,225,0.462,44,120,0.367,26,31,0.839,15,40,55,107,29,4,41,61,278,306,2.61,0.71,24.0,0.582,
1642366,293,Quinten Post,1610612744,GSW,32,529,101,216,0.468,59,137,0.431,15,19,0.789,31,92,123,46,15,16,26,67,276,331,1.77,0.58,25.0,0.615,
1629659,294,Talen Horton-Tucker,1610612741,CHI,49,551,98,222,0.441,35,96,0.365,39,57,0.684,15,69,84,64,17,10,33,49,270,270,1.94,0.52,24.0,0.546,11020000 
1629674,295,Neemias Queta,1610612738,BOS,53,762,114,177,0.644,0,3,0.0,41,55,0.745,77,130,207,34,15,35,36,97,269,447,0.94,0.42,25.0,0.668,1761752 
203995,295,Vasilije Micić,1610612756,PHX,38,771,95,273,0.348,45,125,0.36,34,41,0.829,20,69,89,127,15,0,74,44,269,241,1.72,0.2,31.0,0.462,
